Id,MSSubClass,Street,Utilities,LotConfig,Neighborhood,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,Bedroom,Kitchen,KitchenQuality,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,MoSold,YrSold,SaleType,SaleCondition,SalePrice
887,90,Pave,AllPub,Corner,NAmes,1Story,5,5,1959,2005,Gable,4,2,TA,8,Typ,0,NA,Attchd,2005,Fin,2,588,6,2006,WD,Family,145000
888,50,Pave,AllPub,Inside,Edwards,1.5Fin,5,7,1955,1955,Gable,3,1,TA,8,Typ,0,NA,Attchd,1955,Unf,1,300,4,2008,WD,Normal,135500
889,20,Pave,AllPub,Inside,NAmes,1Story,8,6,1970,1970,Flat,4,1,Gd,8,Typ,1,TA,Attchd,1970,Unf,2,621,10,2007,WD,Normal,268000
890,20,Pave,AllPub,Inside,NAmes,1Story,6,4,1953,1953,Hip,2,1,TA,6,Typ,1,TA,Attchd,1953,RFn,2,505,2,2009,WD,Normal,149500
891,50,Pave,AllPub,Corner,NAmes,1.5Fin,5,7,1949,2006,Gable,3,1,TA,6,Typ,1,Po,Detchd,2003,Unf,2,576,7,2007,WD,Normal,122900
892,60,Pave,AllPub,Inside,Sawyer,2Story,6,5,1978,1978,Hip,3,1,TA,7,Typ,1,TA,Attchd,1978,RFn,2,440,7,2009,WD,Normal,172500
893,20,Pave,AllPub,Inside,Sawyer,1Story,6,8,1963,2003,Hip,3,1,TA,6,Typ,0,NA,Attchd,1963,RFn,1,264,2,2006,WD,Normal,154500
894,20,Pave,AllPub,Inside,Sawyer,1Story,5,5,1954,1954,Gable,3,1,TA,6,Typ,1,Gd,Attchd,1954,Unf,1,354,6,2008,WD,Normal,165000
895,90,Pave,AllPub,Inside,SawyerW,1Story,5,5,1979,1979,Gable,4,2,TA,8,Typ,0,NA,Attchd,1979,Unf,2,400,6,2009,WD,Alloca,118858
896,60,Pave,AllPub,Inside,NAmes,2Story,6,5,1963,1963,Hip,4,1,TA,8,Typ,1,TA,Attchd,1963,RFn,2,483,10,2008,WD,Normal,140000
897,30,Pave,AllPub,Inside,IDOTRR,1Story,4,6,1936,1950,Gable,2,1,TA,6,Typ,0,NA,Detchd,1936,Unf,1,327,4,2006,WD,Abnorml,106500
898,90,Pave,AllPub,Inside,SawyerW,2Story,5,5,1979,1979,Gable,6,2,TA,12,Typ,0,NA,Detchd,1979,Unf,2,528,6,2009,WD,Alloca,142953
899,20,Pave,AllPub,Inside,NridgHt,1Story,9,5,2009,2010,Hip,2,1,Ex,11,Typ,2,Gd,Attchd,2009,Fin,3,820,3,2010,New,Partial,611657
900,20,Pave,AllPub,Inside,Sawyer,1Story,5,7,1961,1994,Gable,3,1,TA,6,Typ,1,TA,Attchd,1961,Unf,1,288,6,2006,WD,Normal,135000
901,20,Pave,AllPub,Inside,NAmes,1Story,4,6,1971,1971,Gable,2,1,TA,4,Typ,0,NA,Detchd,1979,Unf,1,684,6,2007,WD,Normal,110000
902,20,Pave,AllPub,Inside,NAmes,1Story,5,7,1957,2000,Hip,2,1,TA,5,Typ,0,NA,Detchd,1968,Unf,1,756,5,2009,WD,Normal,153000
903,60,Pave,AllPub,Inside,Gilbert,2Story,7,5,2003,2003,Gable,3,1,Gd,8,Typ,1,Gd,Attchd,2003,Fin,2,393,7,2006,WD,Normal,180000
904,20,Pave,AllPub,CulDSac,Gilbert,1Story,7,5,2006,2006,Hip,3,1,Gd,7,Typ,1,Gd,Attchd,2006,RFn,3,690,8,2006,New,Partial,240000
905,20,Pave,AllPub,Inside,Sawyer,1Story,5,6,1967,1967,Gable,3,1,TA,6,Typ,0,NA,Attchd,1967,Unf,1,288,8,2007,WD,Normal,125500
906,20,Pave,AllPub,Inside,NAmes,1Story,5,5,1954,1954,Gable,3,1,TA,6,Typ,0,NA,Attchd,1954,RFn,1,280,2,2010,WD,Normal,128000
907,20,Pave,AllPub,Corner,Somerst,1Story,8,5,2006,2006,Gable,3,1,Gd,8,Typ,1,Gd,Attchd,2006,RFn,3,865,6,2007,WD,Normal,255000
908,50,Pave,AllPub,Inside,Crawfor,1.5Fin,7,7,1936,1987,Gable,3,1,Gd,6,Typ,1,Gd,Attchd,1936,Fin,1,180,6,2006,WD,Normal,250000
909,20,Pave,AllPub,Inside,Mitchel,1Story,5,5,1983,1983,Gable,2,1,TA,5,Typ,0,NA,Attchd,1983,Unf,2,484,6,2006,WD,Normal,131000
910,60,Pave,AllPub,Inside,Gilbert,2Story,6,5,2005,2005,Gable,3,1,Gd,8,Typ,1,Gd,Attchd,2005,Fin,2,390,6,2009,WD,Normal,174000
911,90,Pave,AllPub,Corner,NAmes,2Story,5,5,1960,1960,Gable,5,2,TA,12,Typ,0,NA,Detchd,1960,Unf,2,480,1,2010,WD,Normal,154300
912,20,Pave,AllPub,CulDSac,CollgCr,1Story,5,7,1977,1989,Gable,3,1,Gd,5,Typ,0,NA,Detchd,1978,Unf,1,252,10,2009,WD,Normal,143500
913,30,Pave,AllPub,Inside,BrkSide,1Story,5,7,1925,1950,Gable,3,1,TA,6,Min1,0,NA,Detchd,1925,Unf,1,450,7,2006,WD,Abnorml,88000
914,90,Pave,AllPub,Inside,Crawfor,2Story,5,6,1949,1950,Gable,4,2,TA,8,Typ,0,NA,2Types,1949,Unf,3,871,8,2007,WD,Normal,145000
915,160,Pave,AllPub,Inside,Somerst,2Story,6,5,2009,2009,Gable,2,1,Gd,4,Typ,0,NA,Detchd,2009,RFn,2,528,6,2009,New,Partial,173733
916,160,Pave,AllPub,Inside,MeadowV,2Story,4,5,1970,1970,Gable,3,1,TA,6,Typ,0,NA,Attchd,1970,Unf,1,286,1,2007,WD,Normal,75000
917,20,Pave,AllPub,Inside,IDOTRR,1Story,2,3,1949,1950,Gable,1,1,TA,4,Typ,0,NA,Detchd,1958,Unf,1,308,10,2006,WD,Abnorml,35311
918,20,Pave,AllPub,Inside,Edwards,1Story,4,6,1956,1956,Gable,3,1,TA,6,Typ,0,NA,Attchd,1956,RFn,1,284,4,2009,WD,Normal,135000
919,60,Pave,AllPub,Corner,SawyerW,2Story,7,5,1991,1991,Gable,4,1,Gd,8,Typ,1,TA,Attchd,1991,RFn,3,833,11,2007,WD,Normal,238000
920,20,Pave,AllPub,Corner,NAmes,1Story,6,8,1958,2002,Hip,3,1,TA,6,Min1,1,TA,Attchd,1990,Unf,2,601,5,2008,WD,Normal,176500
921,60,Pave,AllPub,Inside,SawyerW,2Story,6,5,1994,1994,Gable,3,1,Gd,7,Typ,0,NA,Attchd,1994,RFn,2,471,7,2007,WD,Normal,201000
922,90,Pave,AllPub,Inside,Edwards,1.5Fin,5,7,1900,2003,Gable,4,2,TA,9,Typ,0,NA,NA,NA,NA,0,0,9,2008,WD,Normal,145900
923,20,Pave,AllPub,Inside,Gilbert,1Story,6,5,2005,2006,Gable,3,1,Gd,6,Typ,1,Gd,Attchd,2005,Fin,2,397,10,2006,New,Partial,169990
924,120,Pave,AllPub,Inside,SawyerW,1Story,6,5,1993,1994,Gable,2,1,Gd,5,Typ,1,Fa,Attchd,1993,RFn,2,533,7,2008,WD,Normal,193000
925,20,Pave,AllPub,Inside,NWAmes,1Story,6,6,1980,1980,Gable,3,1,TA,7,Typ,1,TA,Attchd,1980,Unf,2,612,5,2006,WD,Normal,207500
926,20,Pave,AllPub,Corner,NWAmes,1Story,5,6,1977,1977,Gable,3,1,Ex,6,Typ,0,NA,Attchd,1977,RFn,2,540,3,2008,WD,Abnorml,175000
927,60,Pave,AllPub,Inside,NridgHt,2Story,8,5,2003,2004,Hip,4,1,Ex,10,Typ,1,Gd,BuiltIn,2003,Fin,3,656,5,2007,WD,Normal,285000
928,60,Pave,AllPub,Inside,NWAmes,2Story,7,5,1968,1968,Gable,4,1,TA,9,Typ,1,Gd,Attchd,1968,RFn,2,486,4,2008,WD,Normal,176000
929,20,Pave,AllPub,Inside,CollgCr,1Story,8,5,2001,2001,Hip,3,1,Ex,7,Typ,1,TA,Attchd,2001,RFn,2,522,6,2009,WD,Normal,236500
930,60,Pave,AllPub,Corner,Gilbert,2Story,7,5,1997,1997,Gable,4,1,Gd,8,Typ,1,TA,BuiltIn,1997,Fin,2,642,11,2006,WD,Normal,222000
931,20,Pave,AllPub,Inside,Timber,1Story,8,5,2007,2007,Gable,3,1,Gd,7,Typ,0,NA,Attchd,2007,Fin,3,610,7,2009,WD,Normal,201000
932,20,Pave,AllPub,Inside,NAmes,1Story,5,6,1965,1965,Gable,2,1,TA,5,Typ,0,NA,Detchd,1965,Unf,1,429,7,2009,WD,Normal,117500
933,20,Pave,AllPub,Corner,Somerst,1Story,9,5,2006,2006,Hip,3,1,Ex,8,Typ,1,Gd,Attchd,2006,Fin,3,788,3,2007,WD,Normal,320000
934,20,Pave,AllPub,FR2,CollgCr,1Story,7,5,2004,2004,Gable,3,1,Gd,6,Typ,0,NA,Attchd,2004,RFn,2,570,8,2009,WD,Normal,190000
935,20,Pave,AllPub,Inside,NAmes,1Story,7,7,1960,2007,Flat,4,1,Gd,9,Typ,1,Gd,Attchd,1960,RFn,2,505,11,2008,WD,Normal,242000
936,30,Pave,AllPub,Inside,BrkSide,1Story,4,5,1926,1953,Gable,1,1,TA,5,Typ,0,NA,Detchd,1953,Unf,2,528,6,2006,WD,Normal,79900
937,20,Pave,AllPub,Inside,SawyerW,1Story,7,5,2003,2003,Gable,2,1,Gd,5,Typ,0,NA,Attchd,2003,RFn,2,555,8,2009,WD,Normal,184900
938,60,Pave,AllPub,Inside,Somerst,2Story,7,5,2005,2005,Gable,3,1,Gd,8,Typ,1,Gd,Attchd,2005,RFn,2,689,2,2009,WD,Normal,253000
939,60,Pave,AllPub,Inside,CollgCr,2Story,7,5,2006,2006,Gable,3,1,Gd,7,Typ,0,NA,Attchd,2006,RFn,3,868,8,2006,New,Partial,239799
940,70,Pave,AllPub,Inside,ClearCr,2Story,7,7,1940,1950,Gable,4,1,TA,10,Typ,2,TA,Attchd,1940,Unf,1,349,6,2010,COD,Normal,244400
941,90,Pave,AllPub,Inside,Mitchel,1Story,6,5,1976,1976,Gable,4,2,TA,8,Typ,0,NA,Attchd,1976,Unf,2,574,7,2006,WD,Normal,150900
942,60,Pave,AllPub,FR2,Gilbert,2Story,7,5,1999,1999,Gable,3,1,Gd,8,Typ,1,TA,BuiltIn,1999,RFn,2,390,6,2009,WD,Normal,214000
943,90,Pave,AllPub,Inside,Edwards,1Story,4,3,1977,1977,Gable,4,2,TA,8,Typ,0,NA,NA,NA,NA,0,0,8,2007,Oth,Abnorml,150000
944,90,Pave,AllPub,Inside,Mitchel,1Story,5,4,1967,1967,Gable,4,2,TA,8,Typ,0,NA,Attchd,1967,Unf,2,576,6,2007,WD,Normal,143000
945,20,Pave,NoSeWa,CulDSac,Timber,SLvl,6,6,1958,1958,Gable,3,1,Gd,7,Typ,1,Gd,Basment,1958,RFn,2,525,1,2009,COD,Abnorml,137500
946,50,Pave,AllPub,Corner,OldTown,1.5Fin,5,6,1890,1996,Hip,2,1,TA,7,Typ,0,NA,Detchd,1963,Unf,2,456,9,2009,WD,Normal,124900
947,80,Pave,AllPub,Inside,NAmes,SLvl,5,6,1959,1959,Gable,3,1,TA,6,Typ,1,TA,Attchd,1959,RFn,1,796,3,2006,WD,Normal,143000
948,20,Pave,AllPub,Inside,Timber,1Story,8,5,2002,2003,Hip,3,1,Gd,9,Typ,1,Gd,Attchd,2002,Fin,3,808,11,2007,WD,Normal,270000
949,60,Pave,AllPub,Inside,CollgCr,2Story,7,5,2002,2002,Gable,3,1,Gd,7,Typ,1,TA,Attchd,2002,RFn,2,474,2,2006,WD,Normal,192500
950,20,Pave,AllPub,Inside,NWAmes,1Story,6,7,1972,2006,Hip,3,1,Gd,5,Typ,1,TA,Attchd,1972,RFn,2,676,3,2010,WD,Normal,197500
951,20,Pave,AllPub,Inside,NAmes,1Story,5,8,1950,2002,Gable,3,1,Gd,5,Typ,0,NA,Detchd,1980,RFn,2,720,7,2007,WD,Normal,129000
952,20,Pave,AllPub,Corner,SawyerW,1Story,5,5,1965,1965,Gable,3,1,TA,6,Typ,0,NA,Detchd,1979,Unf,1,300,7,2006,WD,Abnorml,119900
953,85,Pave,AllPub,Inside,CollgCr,SFoyer,5,8,1972,2003,Gable,2,1,TA,5,Typ,0,NA,Detchd,1974,Fin,1,396,4,2009,WD,Normal,133900
954,60,Pave,AllPub,Inside,Mitchel,2Story,5,4,1969,1969,Gable,4,1,TA,7,Min2,1,Po,Attchd,1969,RFn,2,530,9,2008,WD,Normal,172000
955,90,Pave,AllPub,CulDSac,Edwards,SFoyer,6,5,1975,1975,Flat,4,0,TA,4,Typ,0,NA,NA,NA,NA,0,0,10,2006,WD,AdjLand,127500
956,90,Pave,AllPub,Inside,Crawfor,2Story,6,6,1946,1950,Gable,4,2,TA,8,Typ,0,NA,Attchd,1946,Unf,2,492,8,2007,WD,Normal,145000
957,160,Pave,AllPub,Inside,Blueste,2Story,6,6,1980,1980,Gable,2,1,TA,5,Typ,1,TA,Attchd,1980,Fin,2,462,5,2009,WD,Normal,124000
958,20,Pave,AllPub,Inside,Sawyer,1Story,5,5,1962,1962,Hip,3,1,TA,6,Typ,0,NA,Detchd,1977,Fin,2,576,4,2007,WD,Normal,132000
959,20,Pave,AllPub,Inside,CollgCr,1Story,7,5,2003,2003,Gable,3,1,Gd,6,Typ,0,NA,Attchd,2003,RFn,2,531,10,2007,WD,Normal,185000
960,160,Pave,AllPub,FR2,Somerst,2Story,7,5,1999,1999,Hip,3,1,Gd,6,Typ,0,NA,Detchd,1999,Unf,2,484,5,2010,WD,Normal,155000
961,20,Pave,AllPub,Inside,BrkSide,1Story,5,7,1958,2008,Gable,2,1,TA,4,Typ,0,NA,NA,NA,NA,0,0,2,2010,WD,Normal,116500
962,60,Pave,AllPub,Corner,NWAmes,2Story,6,7,1977,1995,Gable,4,1,TA,11,Typ,1,TA,Attchd,1977,Fin,2,619,7,2008,WD,Normal,272000
963,160,Pave,AllPub,Corner,NPkVill,2Story,6,6,1976,1976,Gable,3,1,Gd,7,Typ,1,TA,Detchd,1976,Unf,2,440,7,2007,WD,Normal,155000
964,20,Pave,AllPub,Corner,CollgCr,1Story,9,5,2007,2007,Gable,2,1,Ex,7,Typ,0,NA,Attchd,2007,Fin,2,702,5,2009,WD,Normal,239000
965,60,Pave,AllPub,Corner,Timber,2Story,7,5,2002,2003,Gable,4,1,Gd,8,Typ,1,Gd,BuiltIn,2002,Fin,2,510,2,2010,WD,Normal,214900
966,60,Pave,AllPub,Inside,Gilbert,2Story,6,5,2005,2007,Gable,3,1,Gd,8,Typ,1,Gd,Attchd,2005,Fin,2,393,7,2007,New,Partial,178900
967,50,Pave,AllPub,Inside,Crawfor,1.5Fin,5,7,1940,1950,Gable,2,1,TA,7,Min2,2,TA,Detchd,1940,Unf,1,256,6,2009,WD,Normal,160000
968,20,Pave,AllPub,Inside,NAmes,1Story,5,7,1955,1955,Hip,3,1,TA,6,Typ,0,NA,Attchd,1955,Unf,1,260,7,2008,WD,Normal,135000
969,50,Pave,AllPub,Inside,OldTown,1.5Fin,3,6,1910,1950,Gable,2,1,TA,6,Typ,0,NA,NA,NA,NA,0,0,5,2009,WD,Abnorml,37900
970,190,Pave,AllPub,Inside,NAmes,SLvl,6,5,1958,1958,Hip,2,1,TA,6,Typ,0,NA,Attchd,1958,RFn,1,264,3,2006,ConLD,Normal,140000
971,50,Pave,AllPub,Inside,NAmes,1.5Fin,4,4,1949,1950,Gable,4,1,TA,6,Typ,0,NA,NA,NA,NA,0,0,12,2006,WD,Abnorml,135000
972,160,Pave,AllPub,Inside,NridgHt,2Story,7,5,2003,2004,Gable,2,1,Gd,6,Typ,0,NA,BuiltIn,2003,RFn,2,474,7,2009,WD,Normal,173000
973,120,Pave,AllPub,Inside,SawyerW,1Story,6,5,1979,1979,Gable,2,1,TA,5,Typ,1,TA,Attchd,1979,Unf,1,264,4,2010,WD,Normal,99500
974,20,Pave,AllPub,Corner,Somerst,1Story,7,5,2007,2008,Gable,3,1,Gd,6,Typ,0,NA,Attchd,2007,Fin,2,480,12,2008,New,Partial,182000
975,70,Pave,AllPub,Corner,BrkSide,2Story,7,8,1910,1993,Gable,3,1,Gd,8,Typ,0,NA,Detchd,1997,Unf,2,532,10,2009,WD,Normal,167500
976,160,Pave,AllPub,FR2,Somerst,2Story,7,5,2000,2000,Gable,3,1,Gd,6,Typ,0,NA,Detchd,2000,Unf,2,490,4,2006,WD,Normal,165000
977,30,Pave,AllPub,Inside,BrkSide,1Story,4,7,1923,1958,Gable,2,1,Fa,4,Typ,0,NA,NA,NA,NA,0,0,8,2006,WD,Normal,85500
978,120,Pave,AllPub,Inside,Somerst,1Story,7,5,2006,2007,Gable,1,1,Gd,4,Typ,0,NA,Attchd,2007,Fin,2,569,11,2007,New,Partial,199900
979,20,Pave,AllPub,Inside,Edwards,1Story,4,5,1954,1954,Gable,3,1,TA,5,Typ,0,NA,Detchd,1999,Unf,2,400,5,2007,WD,Abnorml,110000
980,20,Pave,AllPub,Corner,Sawyer,1Story,5,6,1963,1963,Gable,3,1,TA,5,Typ,0,NA,Detchd,1963,Unf,2,480,6,2009,WD,Normal,139000
981,85,Pave,AllPub,Corner,NAmes,SFoyer,7,9,1961,2007,Gable,3,1,Ex,6,Typ,0,NA,Attchd,1961,RFn,2,588,7,2008,WD,Normal,178400
982,60,Pave,AllPub,Corner,NoRidge,2Story,8,5,1998,1999,Hip,4,1,Gd,8,Typ,1,TA,Attchd,1998,Fin,3,676,7,2009,WD,Normal,336000
983,20,Pave,AllPub,Inside,Blmngtn,1Story,7,5,2007,2007,Gable,2,1,Gd,6,Typ,1,Gd,Attchd,2007,Fin,2,388,3,2008,WD,Normal,159895
984,60,Pave,AllPub,Corner,CollgCr,2Story,8,5,2002,2002,Gable,4,1,Gd,9,Typ,1,Gd,Attchd,2002,Unf,2,779,5,2008,WD,Normal,255900
985,90,Pave,AllPub,Inside,Mitchel,1.5Fin,5,5,1977,1977,Gable,4,2,Gd,8,Typ,0,NA,Attchd,1977,Unf,2,539,8,2009,COD,Normal,126000
986,190,Pave,AllPub,Inside,Edwards,1Story,5,5,1950,1950,Gable,3,1,TA,5,Typ,0,NA,Detchd,1950,Unf,1,240,8,2008,ConLD,Normal,125000
987,50,Pave,AllPub,Corner,OldTown,1.5Fin,6,8,1910,2003,Hip,2,1,Gd,5,Typ,0,NA,Attchd,1950,Unf,1,255,6,2006,WD,Normal,117000
988,20,Pave,AllPub,Inside,NridgHt,1Story,9,5,2009,2010,Hip,3,1,Ex,8,Typ,1,Gd,Attchd,2010,Fin,3,606,4,2010,New,Partial,395192
989,60,Pave,AllPub,Inside,NWAmes,2Story,6,6,1976,1976,Gable,4,1,Gd,8,Typ,1,TA,Attchd,1976,Fin,2,551,6,2007,WD,Normal,195000
990,60,Pave,AllPub,Inside,Somerst,2Story,7,5,2006,2006,Gable,3,1,Gd,6,Typ,0,NA,Attchd,2006,RFn,2,614,8,2006,New,Partial,197000
991,60,Pave,AllPub,Inside,NoRidge,2Story,8,5,1997,1998,Gable,3,1,Gd,7,Typ,1,TA,Attchd,1997,Fin,3,870,6,2006,WD,Normal,348000
992,70,Pave,AllPub,Corner,OldTown,2Story,8,9,1882,1986,Gable,4,1,Gd,8,Typ,1,Gd,Attchd,1925,Unf,2,424,11,2009,WD,Normal,168000
993,60,Pave,AllPub,Inside,NAmes,2Story,6,8,1964,1993,Hip,3,1,Gd,7,Typ,1,Fa,Attchd,1964,RFn,2,440,7,2007,WD,Normal,187000
994,60,Pave,AllPub,Inside,CollgCr,2Story,6,5,2005,2006,Gable,3,1,Gd,6,Typ,0,NA,Attchd,2005,RFn,2,564,8,2006,New,Partial,173900
995,20,Pave,AllPub,FR2,NridgHt,1Story,10,5,2006,2007,Hip,3,1,Ex,7,Typ,1,Gd,Attchd,2008,Fin,3,786,7,2009,WD,Normal,337500
996,50,Pave,AllPub,Inside,BrkSide,1.5Fin,4,7,1946,1950,Gable,3,1,TA,5,Typ,0,NA,Detchd,1946,Unf,1,305,8,2006,WD,Abnorml,121600
997,20,Pave,AllPub,Inside,NAmes,1Story,5,6,1961,1961,Hip,3,1,TA,6,Typ,0,NA,Attchd,1961,Unf,1,368,1,2006,COD,Normal,136500
998,20,Pave,AllPub,Inside,NWAmes,1Story,6,6,1970,1970,Hip,2,1,TA,6,Typ,1,TA,Attchd,1970,RFn,2,615,2,2009,WD,Normal,185000
999,30,Pave,AllPub,Inside,IDOTRR,1Story,3,4,1922,1950,Hip,3,1,TA,6,Typ,1,Gd,Detchd,1922,Unf,1,210,5,2006,WD,Normal,91000
1000,20,Pave,AllPub,Inside,CollgCr,1Story,7,5,2006,2006,Gable,2,1,Gd,6,Typ,0,NA,Attchd,2006,RFn,2,632,2,2010,WD,Normal,206000
1001,20,Pave,AllPub,Corner,Edwards,1Story,3,3,1952,1952,Flat,2,1,Fa,4,Min1,0,NA,Detchd,1956,Unf,2,528,7,2009,WD,Normal,82000
1002,30,Pave,AllPub,Corner,OldTown,1Story,5,6,1920,1950,Gable,2,1,Ex,4,Typ,0,NA,Detchd,1920,Unf,1,216,1,2007,WD,Abnorml,86000
1003,20,Pave,AllPub,Inside,Somerst,1Story,8,5,2006,2006,Gable,3,1,Gd,7,Typ,1,Gd,Attchd,2006,RFn,3,824,7,2008,WD,Normal,232000
1004,90,Pave,AllPub,Corner,NWAmes,1Story,5,6,1976,1976,Gable,4,2,TA,8,Typ,0,NA,Detchd,1976,Unf,2,528,6,2007,WD,Normal,136905
1005,120,Pave,AllPub,Inside,Blmngtn,1Story,7,5,2005,2006,Gable,1,1,Gd,7,Typ,1,Gd,Attchd,2005,Fin,2,457,5,2009,WD,Normal,181000
1006,80,Pave,AllPub,Inside,CollgCr,SLvl,5,8,1977,1977,Gable,3,1,TA,6,Typ,0,NA,Attchd,1977,Unf,1,328,11,2008,WD,Normal,149900
1007,20,Pave,AllPub,Inside,NAmes,1Story,6,3,1970,1970,Gable,3,1,TA,7,Typ,1,TA,Attchd,1970,Unf,2,484,3,2007,WD,Normal,163500
1008,160,Pave,AllPub,Inside,MeadowV,2Story,4,4,1970,1970,Gable,3,1,TA,6,Typ,0,NA,Attchd,1970,RFn,1,286,8,2009,WD,Normal,88000
1009,20,Pave,AllPub,CulDSac,Mitchel,1Story,7,5,2004,2005,Hip,3,1,Gd,7,Typ,1,Gd,Attchd,2004,Fin,2,550,4,2009,WD,Normal,240000
1010,50,Pave,AllPub,Inside,SWISU,1.5Fin,5,5,1926,1950,Gable,4,1,TA,7,Typ,0,NA,NA,NA,NA,0,0,6,2006,WD,Normal,102000
1011,50,Pave,AllPub,Inside,Sawyer,1.5Fin,5,5,1948,1950,Gable,4,1,TA,7,Typ,1,Gd,Attchd,1948,Unf,1,312,8,2008,WD,Normal,135000
1012,90,Pave,AllPub,Inside,Edwards,1Story,5,5,1965,1965,Hip,4,2,TA,8,Typ,0,NA,NA,NA,NA,0,0,5,2010,WD,Normal,100000
1013,70,Pave,AllPub,Inside,Crawfor,2Story,6,7,1923,1996,Hip,3,1,Gd,7,Typ,2,TA,Detchd,1923,Unf,1,180,8,2007,WD,Normal,165000
1014,30,Pave,AllPub,Inside,OldTown,1Story,5,4,1910,2006,Hip,2,1,TA,4,Maj2,0,NA,Detchd,1956,Unf,1,280,6,2009,WD,Normal,85000
1015,20,Pave,AllPub,Inside,NAmes,1Story,6,5,1948,1950,Gable,2,1,TA,5,Typ,1,Gd,Detchd,1948,Unf,1,240,11,2007,WD,Normal,119200
1016,60,Pave,AllPub,Inside,NWAmes,2Story,8,6,2001,2001,Gable,3,1,Gd,6,Typ,0,NA,Attchd,2001,Fin,2,528,11,2009,WD,Normal,227000
1017,20,Pave,AllPub,Inside,CollgCr,1Story,7,5,1996,1996,Hip,3,1,Gd,6,Typ,1,TA,Attchd,1996,Fin,2,478,6,2009,WD,Normal,203000
1018,120,Pave,AllPub,CulDSac,StoneBr,1Story,8,5,1984,1984,Gable,1,1,Gd,4,Typ,1,Ex,Attchd,1984,RFn,2,565,8,2009,COD,Abnorml,187500
1019,80,Pave,AllPub,FR2,Gilbert,SLvl,7,5,1991,1992,Gable,3,1,Gd,7,Typ,1,TA,Attchd,1991,RFn,2,402,5,2007,WD,Normal,160000
1020,120,Pave,AllPub,Inside,Blmngtn,1Story,7,5,2005,2005,Gable,2,1,Gd,6,Typ,1,Gd,Attchd,2005,Fin,2,440,4,2006,WD,Normal,213490
1021,20,Pave,AllPub,Inside,Edwards,1Story,4,5,2005,2005,Gable,2,1,Gd,5,Typ,0,NA,Attchd,2005,Fin,2,451,6,2008,WD,Normal,176000
1022,20,Pave,AllPub,Inside,CollgCr,1Story,7,5,2006,2006,Gable,2,1,Gd,6,Typ,0,NA,Attchd,2006,RFn,2,632,7,2006,New,Partial,194000
1023,50,Pave,AllPub,Inside,OldTown,1.5Fin,5,5,1930,1950,Gable,2,1,TA,6,Typ,0,NA,Detchd,1957,Unf,1,160,3,2007,WD,Normal,87000
1024,120,Pave,AllPub,Inside,Blmngtn,1Story,7,5,2005,2006,Gable,2,1,Gd,7,Typ,1,Gd,Attchd,2005,Fin,2,437,5,2008,WD,Normal,191000
1025,20,Pave,AllPub,Corner,Timber,1Story,8,6,1976,1976,Hip,2,1,Gd,10,Typ,1,Gd,Attchd,1976,Fin,2,665,5,2008,COD,Abnorml,287000
1026,20,Pave,AllPub,Corner,CollgCr,1Story,5,5,1972,1972,Gable,3,1,TA,5,Typ,0,NA,Detchd,1980,Unf,2,461,3,2007,WD,Normal,112500
1027,20,Pave,AllPub,Inside,NAmes,1Story,5,5,1960,1960,Gable,3,1,TA,6,Typ,2,Gd,Attchd,1960,Unf,2,461,4,2010,WD,Normal,167500
1028,20,Pave,AllPub,Inside,Timber,1Story,8,5,2007,2008,Gable,3,1,Gd,7,Typ,1,Gd,Attchd,2008,RFn,3,800,4,2008,New,Partial,293077
1029,50,Pave,AllPub,Inside,NAmes,1.5Fin,5,5,1941,1950,Gable,3,1,TA,6,Typ,1,Gd,Attchd,1941,Unf,1,240,4,2007,WD,Normal,105000
1030,160,Pave,AllPub,Inside,BrDale,2Story,6,7,1972,1972,Gable,3,1,TA,7,Typ,0,NA,Detchd,1972,Unf,1,264,5,2006,WD,Normal,118000
1031,190,Pave,AllPub,Inside,SWISU,2Story,5,8,1916,1995,Gable,5,2,TA,10,Typ,0,NA,NA,NA,NA,0,0,7,2006,WD,Normal,160000
1032,75,Pave,AllPub,Corner,SWISU,2.5Fin,7,3,1920,1970,Gable,5,1,TA,12,Typ,2,TA,Basment,1970,Fin,2,672,8,2009,WD,Normal,197000
1033,60,Pave,AllPub,Corner,NoRidge,2Story,8,7,1993,1993,Gable,5,1,Gd,10,Typ,1,TA,Attchd,1993,RFn,3,796,11,2006,WD,Abnorml,310000
1034,20,Pave,AllPub,Inside,CollgCr,1Story,7,5,2002,2002,Gable,3,1,Gd,6,Typ,0,NA,Attchd,2002,Unf,3,900,2,2006,WD,Normal,230000
1035,30,Pave,AllPub,Inside,Crawfor,1Story,5,7,1938,1950,Gable,2,1,Fa,5,Typ,1,Gd,Basment,1938,Unf,1,240,6,2007,WD,Normal,119750
1036,20,Pave,AllPub,CulDSac,Edwards,1Story,4,3,1957,1957,Gable,3,1,TA,5,Typ,0,NA,Detchd,1957,Unf,1,290,1,2009,WD,Normal,84000
1037,20,Pave,AllPub,Inside,Timber,1Story,9,5,2007,2008,Hip,2,1,Ex,6,Typ,1,Ex,Attchd,2008,Fin,3,912,9,2009,WD,Normal,315500
